"emp_id","satisfaction_level","last_evaluation"
"18622","59.0","74.0"
"18623","46.0","63.0"
"18624","58.0","43.0"
"18625","77.0","95.0"
"18626","79.0","77.0"
"18627","51.0","95.0"
"18628","70.0","58.0"
"18629","84.0","73.0"
"18630","19.0","90.0"
"18631","90.0","52.0"
"18632","19.0","91.0"
"18633","96.0","53.0"
"18634","87.0","100.0"
"18635","50.0","89.0"
"18636","88.0","58.0"
"18637","55.0","99.0"
"18638","89.0","86.0"
"18639","58.0","69.0"
"18640","58.0","96.0"
"18641","34.0","88.0"
"18642","54.0","65.0"
"18643","59.0","54.0"
"18644","88.0","96.0"
"18645","72.0","69.0"
"18646","79.0","75.0"
"18647","51.0","73.0"
"18648","84.0","84.0"
"18649","95.0","67.0"
"18650","58.0","88.0"
"18651","69.0","98.0"
"18652","17.0","64.0"
"18653","81.0","72.0"
"18654","41.0","50.0"
"18655","12.0","42.0"
"18656","71.0","60.0"
"18657","32.0","69.0"
"18658","83.0","98.0"
"18659","74.0","92.0"
"18660","67.0","85.0"
"18661","85.0","56.0"
"18662","49.0","75.0"
"18663","70.0","74.0"
"18664","44.0","58.0"
"18665","50.0","87.0"
"18666","63.0","74.0"
"18667","87.0","77.0"
"18668","82.0","53.0"
"18669","97.0","89.0"
"18670","90.0","81.0"
"18671","41.0","50.0"
"18672","58.0","94.0"
"18673","77.0","50.0"
"18674","89.0","75.0"
"18675","64.0","72.0"
"18676","31.0","79.0"
"18677","60.0","88.0"
"18678","20.0","100.0"
"18679","13.0","60.0"
"18680","95.0","90.0"
"18681","15.0","96.0"
"18682","22.0","98.0"
"18683","33.0","51.0"
"18684","23.0","96.0"
"18685","85.0","79.0"
"18686","79.0","57.0"
"18687","60.0","60.0"
"18688","89.0","74.0"
"18689","65.0","92.0"
"18690","61.0","70.0"
"18691","40.0","79.0"
"18692","49.0","57.0"
"18693","95.0","75.0"
"18694","85.0","100.0"
"18695","24.0","39.0"
"18696","85.0","99.0"
"18697","99.0","98.0"
"18698","49.0","49.0"
"18699","56.0","73.0"
"18700","65.0","66.0"
"18701","62.0","68.0"
"18702","78.0","68.0"
"18703","54.0","70.0"
"18704","61.0","77.0"
"18705","49.0","99.0"
"18706","29.0","85.0"
"18707","64.0","79.0"
"18708","93.0","94.0"
"18709","16.0","66.0"
"18710","68.0","85.0"
"18711","71.0","80.0"
"18712","62.0","82.0"
"18713","74.0","75.0"
"18714","81.0","50.0"
"18715","20.0","82.0"
"18716","51.0","91.0"
"18717","55.0","99.0"
"18718","45.0","41.0"
"18719","91.0","61.0"
"18720","73.0","59.0"
"18721","98.0","88.0"
"18722","62.0","65.0"
"18723","57.0","62.0"
"18724","99.0","57.0"
"18725","82.0","68.0"
"18726","24.0","81.0"
"18727","84.0","73.0"
"18728","90.0","55.0"
"18729","13.0","73.0"
"18730","60.0","67.0"
"18731","72.0","87.0"
"18732","68.0","61.0"
"18733","51.0","72.0"
"18734","74.0","58.0"
"18735","86.0","73.0"
"18736","85.0","51.0"
"18737","63.0","85.0"
"18738","74.0","87.0"
"18739","60.0","50.0"
"18740","69.0","82.0"
"18741","56.0","96.0"
"18742","50.0","67.0"
"18743","84.0","50.0"
"18744","93.0","48.0"
"18745","12.0","50.0"
"18746","52.0","58.0"
"18747","60.0","54.0"
"18748","71.0","100.0"
"18749","21.0","81.0"
"18750","15.0","84.0"
"18751","38.0","55.0"
"18752","27.0","86.0"
"18753","86.0","64.0"
"18754","17.0","52.0"
"18755","66.0","69.0"
"18756","95.0","51.0"
"18757","59.0","92.0"
"18758","49.0","61.0"
"18759","90.0","88.0"
"18760","98.0","81.0"
"18761","52.0","100.0"
"18762","12.0","95.0"
"18763","91.0","67.0"
"18764","99.0","62.0"
"18765","49.0","80.0"
"18766","92.0","51.0"
"18767","21.0","84.0"
"18768","89.0","90.0"
"18769","84.0","81.0"
"18770","72.0","68.0"
"18771","57.0","46.0"
"18772","90.0","69.0"
"18773","59.0","75.0"
"18774","97.0","69.0"
"18775","56.0","85.0"
"18776","78.0","59.0"
"18777","64.0","72.0"
"18778","58.0","90.0"
"18779","68.0","58.0"
"18780","82.0","73.0"
"18781","83.0","78.0"
"18782","49.0","49.0"
"18783","57.0","95.0"
"18784","66.0","93.0"
"18785","78.0","60.0"
"18786","55.0","80.0"
"18787","98.0","62.0"
"18788","89.0","51.0"
"18789","67.0","83.0"
"18790","100.0","49.0"
"18791","67.0","44.0"
"18792","20.0","98.0"
"18793","71.0","87.0"
"18794","65.0","91.0"
"18795","82.0","82.0"
"18796","48.0","89.0"
"18797","96.0","90.0"
"18798","52.0","63.0"
"18799","24.0","78.0"
"18800","92.0","95.0"
"18801","66.0","89.0"
"18802","93.0","68.0"
"18803","77.0","59.0"
"18804","60.0","48.0"
"18805","78.0","49.0"
"18806","60.0","53.0"
"18807","31.0","100.0"
"18808","49.0","68.0"
"18809","33.0","95.0"
"18810","76.0","91.0"
"18811","65.0","63.0"
"18812","88.0","75.0"
"18813","52.0","92.0"
"18814","48.0","50.0"
"18815","20.0","59.0"
"18816","93.0","84.0"
"18817","55.0","92.0"
"18818","73.0","64.0"
"18819","57.0","56.0"
"18820","63.0","80.0"
"18821","23.0","88.0"
"18822","93.0","53.0"
"18823","78.0","86.0"
"18824","75.0","73.0"
"18825","61.0","82.0"
"18826","36.0","97.0"
"18827","59.0","67.0"
"18828","78.0","63.0"
"18829","93.0","53.0"
"18830","67.0","72.0"
"18831","52.0","63.0"
"18832","69.0","95.0"
"18833","25.0","80.0"
"18834","40.0","43.0"
"18835","98.0","83.0"
"18836","92.0","89.0"
"18837","57.0","98.0"
"18838","81.0","52.0"
"18839","56.0","67.0"
"18840","86.0","71.0"
"18841","74.0","90.0"
"18842","57.0","61.0"
"18843","90.0","64.0"
"18844","80.0","57.0"
"18845","22.0","80.0"
"18846","73.0","84.0"
"18847","48.0","47.0"
"18848","52.0","94.0"
"18849","53.0","71.0"
"18850","97.0","48.0"
"18851","97.0","54.0"
"18852","54.0","88.0"
"18853","99.0","70.0"
"18854","79.0","76.0"
"18855","71.0","54.0"
"18856","82.0","76.0"
"18857","60.0","70.0"
"18858","17.0","88.0"
"18859","73.0","60.0"
"18860","69.0","54.0"
"18861","86.0","61.0"
"18862","67.0","55.0"
"18863","25.0","96.0"
"18864","65.0","66.0"
"18865","81.0","56.0"
"18866","58.0","53.0"
"18867","14.0","57.0"
"18868","15.0","37.0"
"18869","98.0","51.0"
"18870","91.0","50.0"
"18871","86.0","71.0"
"18872","56.0","63.0"
"18873","58.0","77.0"
"18874","54.0","64.0"
"18875","59.0","99.0"
"18876","92.0","88.0"
"18877","82.0","80.0"
"18878","86.0","68.0"
"18879","66.0","77.0"
"18880","85.0","66.0"
"18881","80.0","60.0"
"18882","99.0","61.0"
"18883","25.0","45.0"
"18884","93.0","99.0"
"18885","50.0","54.0"
"18886","68.0","71.0"
"18887","62.0","87.0"
"18888","99.0","54.0"
"18889","93.0","52.0"
"18890","20.0","75.0"
"18891","58.0","61.0"
"18892","94.0","76.0"
"18893","18.0","54.0"
"18894","18.0","62.0"
"18895","70.0","74.0"
"18896","93.0","92.0"
"18897","50.0","76.0"
"18898","54.0","71.0"
"18899","74.0","63.0"
"18900","66.0","67.0"
"18901","61.0","87.0"
"18902","74.0","98.0"
"18903","48.0","51.0"
"18904","65.0","84.0"
"18905","94.0","49.0"
"18906","91.0","79.0"
"18907","87.0","65.0"
"18908","23.0","79.0"
"18909","40.0","73.0"
"18910","68.0","85.0"
"18911","95.0","88.0"
"18912","63.0","96.0"
"18913","47.0","53.0"
"18914","20.0","50.0"
"18915","72.0","84.0"
"18916","56.0","57.0"
"18917","70.0","74.0"
"18918","59.0","82.0"
"18919","78.0","96.0"
"18920","62.0","64.0"
"18921","71.0","61.0"
"18922","72.0","45.0"
"18923","76.0","77.0"
"18924","83.0","56.0"
"18925","92.0","99.0"
"18926","67.0","77.0"
"18927","56.0","45.0"
"18928","91.0","63.0"
"18929","56.0","86.0"
"18930","72.0","95.0"
"18931","56.0","86.0"
"18932","92.0","56.0"
"18933","74.0","88.0"
"18934","88.0","84.0"
"18935","69.0","72.0"
"18936","87.0","78.0"
"18937","98.0","50.0"
"18938","90.0","61.0"
"18939","49.0","87.0"
"18940","78.0","57.0"
"18941","58.0","98.0"
"18942","91.0","88.0"
"18943","92.0","75.0"
"18944","36.0","66.0"
"18945","55.0","53.0"
"18946","95.0","96.0"
"18947","50.0","67.0"
"18948","42.0","73.0"
"18949","75.0","68.0"
"18950","88.0","70.0"
"18951","53.0","63.0"
"18952","84.0","40.0"
"18953","49.0","93.0"
"18954","71.0","91.0"
"18955","83.0","64.0"
"18956","88.0","93.0"
"18957","87.0","53.0"
"18958","43.0","82.0"
"18959","80.0","90.0"
"18960","32.0","67.0"
"18961","77.0","56.0"
"18962","97.0","77.0"
"18963","98.0","63.0"
"18964","62.0","64.0"
"18965","53.0","94.0"
"18966","93.0","49.0"
"18967","51.0","91.0"
"18968","76.0","76.0"
"18969","69.0","89.0"
"18970","58.0","60.0"
"18971","98.0","77.0"
"18972","58.0","54.0"
"18973","57.0","97.0"
"18974","84.0","79.0"
"18975","15.0","67.0"
"18976","88.0","72.0"
"18977","69.0","99.0"
"18978","56.0","84.0"
"18979","49.0","58.0"
"18980","40.0","45.0"
"18981","67.0","36.0"
"18982","79.0","50.0"
"18983","47.0","44.0"
"18984","82.0","54.0"
"18985","82.0","87.0"
"18986","63.0","57.0"
"18987","91.0","53.0"
"18988","89.0","100.0"
"18989","96.0","93.0"
"18990","83.0","72.0"
"18991","75.0","92.0"
"18992","75.0","82.0"
"18993","41.0","69.0"
"18994","96.0","94.0"
"18995","58.0","79.0"
"18996","74.0","89.0"
"18997","78.0","74.0"
"18998","50.0","72.0"
"18999","100.0","52.0"
"19000","85.0","91.0"
"19001","82.0","89.0"
"19002","19.0","81.0"
"19003","90.0","90.0"
"19004","59.0","100.0"
"19005","53.0","46.0"
"19006","57.0","50.0"
"19007","85.0","99.0"
"19008","64.0","67.0"
"19009","57.0","54.0"
"19010","86.0","85.0"
"19011","60.0","70.0"
"19012","17.0","76.0"
"19013","54.0","63.0"
"19014","35.0","78.0"
"19015","92.0","77.0"
"19016","66.0","100.0"
"19017","83.0","90.0"
"19018","89.0","86.0"
"19019","94.0","61.0"
"19020","24.0","85.0"
"19021","69.0","80.0"
"19022","45.0","46.0"
"19023","78.0","93.0"
"19024","91.0","38.0"
"19025","63.0","65.0"
"19026","71.0","80.0"
"19027","73.0","69.0"
"19028","69.0","52.0"
"19029","52.0","57.0"
"19030","78.0","66.0"
"19031","94.0","69.0"
"19032","55.0","73.0"
"19033","43.0","38.0"
"19034","77.0","66.0"
"19035","59.0","80.0"
"19036","65.0","54.0"
"19037","82.0","37.0"
"19038","31.0","72.0"
"19039","84.0","65.0"
"19040","15.0","40.0"
"19041","64.0","52.0"
"19042","48.0","63.0"
"19043","82.0","58.0"
"19044","99.0","54.0"
"19045","80.0","52.0"
"19046","94.0","92.0"
"19047","94.0","81.0"
"19048","77.0","79.0"
"19049","48.0","54.0"
"19050","62.0","68.0"
"19051","61.0","90.0"
"19052","27.0","60.0"
"19053","89.0","65.0"
"19054","58.0","81.0"
"19055","64.0","77.0"
"19056","73.0","88.0"
"19057","74.0","85.0"
"19058","75.0","82.0"
"19059","78.0","84.0"
"19060","18.0","95.0"
"19061","80.0","84.0"
"19062","89.0","64.0"
"19063","84.0","50.0"
"19064","64.0","38.0"
"19065","53.0","82.0"
"19066","15.0","66.0"
"19067","66.0","62.0"
"19068","49.0","78.0"
"19069","78.0","72.0"
"19070","39.0","75.0"
"19071","90.0","83.0"
"19072","96.0","74.0"
"19073","63.0","81.0"
"19074","63.0","74.0"
"19075","89.0","81.0"
"19076","93.0","57.0"
"19077","87.0","59.0"
"19078","56.0","53.0"
"19079","97.0","55.0"
"19080","61.0","51.0"
"19081","73.0","46.0"
"19082","61.0","69.0"
"19083","99.0","71.0"
"19084","57.0","75.0"
"19085","74.0","96.0"
"19086","86.0","61.0"
"19087","68.0","72.0"
"19088","66.0","63.0"
"19089","86.0","89.0"
"19090","85.0","78.0"
"19091","98.0","53.0"
"19092","14.0","73.0"
"19093","20.0","54.0"
"19094","90.0","97.0"
"19095","51.0","96.0"
"19096","63.0","77.0"
"19097","83.0","88.0"
"19098","67.0","72.0"
"19099","96.0","52.0"
"19100","69.0","75.0"
"19101","69.0","90.0"
"19102","64.0","94.0"
"19103","62.0","48.0"
"19104","55.0","75.0"
"19105","98.0","51.0"
"19106","83.0","78.0"
"19107","73.0","77.0"
"19108","58.0","86.0"
"19109","52.0","67.0"
"19110","91.0","70.0"
"19111","72.0","64.0"
"19112","70.0","74.0"
"19113","86.0","92.0"
"19114","82.0","57.0"
"19115","83.0","78.0"
"19116","99.0","64.0"
"19117","88.0","58.0"
"19118","68.0","74.0"
"19119","90.0","49.0"
"19120","59.0","67.0"
"19121","76.0","71.0"
"19122","23.0","63.0"
"19123","80.0","85.0"
"19124","62.0","49.0"
"19125","28.0","46.0"
"19126","81.0","97.0"
"19127","64.0","91.0"
"19128","76.0","60.0"
"19129","79.0","87.0"
"19130","72.0","91.0"
"19131","22.0","59.0"
"19132","18.0","73.0"
"19133","91.0","49.0"
"19134","69.0","63.0"
"19135","91.0","66.0"
"19136","67.0","84.0"
"19137","98.0","62.0"
"19138","69.0","62.0"
"19139","96.0","74.0"
"19140","69.0","68.0"
"19141","65.0","68.0"
"19142","70.0","75.0"
"19143","48.0","94.0"
"19144","48.0","51.0"
"19145","16.0","89.0"
"19146","72.0","97.0"
"19147","91.0","71.0"
"19148","74.0","54.0"
"19149","56.0","56.0"
"19150","56.0","41.0"
"19151","88.0","55.0"
"19152","86.0","90.0"
"19153","66.0","84.0"
"19154","41.0","45.0"
"19155","68.0","83.0"
"19156","59.0","47.0"
"19157","52.0","78.0"
"19158","30.0","54.0"
"19159","44.0","67.0"
"19160","75.0","64.0"
"19161","23.0","94.0"
"19162","34.0","46.0"
"19163","52.0","59.0"
"19164","79.0","83.0"
"19165","50.0","77.0"
"19166","89.0","65.0"
"19167","84.0","52.0"
"19168","26.0","47.0"
"19169","57.0","96.0"
"19170","14.0","99.0"
"19171","94.0","62.0"
"19172","30.0","58.0"
"19173","29.0","43.0"
"19174","82.0","75.0"
"19175","62.0","75.0"
"19176","64.0","99.0"
"19177","17.0","52.0"
"19178","75.0","56.0"
"19179","49.0","73.0"
"19180","84.0","58.0"
"19181","48.0","96.0"
"19182","54.0","53.0"
"19183","76.0","99.0"
"19184","77.0","84.0"
"19185","95.0","97.0"
"19186","72.0","83.0"
"19187","74.0","67.0"
"19188","90.0","55.0"
"19189","67.0","55.0"
"19190","97.0","55.0"
"19191","55.0","59.0"
"19192","32.0","95.0"
"19193","40.0","42.0"
"19194","66.0","54.0"
"19195","70.0","77.0"
"19196","69.0","89.0"
"19197","72.0","57.0"
"19198","21.0","65.0"
"19199","91.0","90.0"
"19200","72.0","71.0"
"19201","96.0","72.0"
"19202","100.0","89.0"
"19203","63.0","51.0"
"19204","24.0","74.0"
"19205","44.0","38.0"
"19206","92.0","57.0"
"19207","51.0","51.0"
"19208","77.0","71.0"
"19209","80.0","97.0"
"19210","84.0","46.0"
"19211","91.0","88.0"
"19212","64.0","61.0"
"19213","15.0","59.0"
"19214","74.0","58.0"
"19215","94.0","78.0"
"19216","57.0","58.0"
"19217","92.0","63.0"
"19218","76.0","54.0"
"19219","73.0","92.0"
"19220","24.0","60.0"
"19221","42.0","47.0"
"19222","92.0","82.0"
"19223","92.0","94.0"
"19224","68.0","55.0"
"19225","49.0","86.0"
"19226","57.0","98.0"
"19227","30.0","66.0"
"19228","17.0","81.0"
"19229","91.0","49.0"
"19230","83.0","91.0"
"19231","87.0","76.0"
"19232","71.0","80.0"
"19233","88.0","50.0"
"19234","63.0","94.0"
"19235","99.0","58.0"
"19236","99.0","81.0"
"19237","77.0","53.0"
"19238","64.0","69.0"
"19239","61.0","100.0"
"19240","37.0","82.0"
"19241","19.0","100.0"
"19242","96.0","87.0"
"19243","80.0","62.0"
"19244","14.0","63.0"
"19245","15.0","69.0"
"19246","52.0","82.0"
"19247","27.0","55.0"
"19248","97.0","96.0"
"19249","52.0","93.0"
"19250","98.0","89.0"
"19251","96.0","95.0"
"19252","28.0","92.0"
"19253","65.0","55.0"
"19254","59.0","63.0"
"19255","64.0","48.0"
"19256","71.0","48.0"
"19257","83.0","84.0"
"19258","95.0","94.0"
"19259","73.0","49.0"
"19260","81.0","75.0"
"19261","71.0","44.0"
"19262","80.0","56.0"
"19263","85.0","53.0"
"19264","41.0","70.0"
"19265","51.0","84.0"
"19266","49.0","57.0"
"19267","76.0","55.0"
"19268","57.0","69.0"
"19269","54.0","48.0"
"19270","68.0","74.0"
"19271","70.0","50.0"
"19272","77.0","87.0"
"19273","95.0","51.0"
"19274","50.0","64.0"
"19275","99.0","53.0"
"19276","94.0","51.0"
"19277","83.0","66.0"
"19278","64.0","81.0"
"19279","16.0","73.0"
"19280","83.0","71.0"
"19281","93.0","73.0"
"19282","32.0","64.0"
"19283","12.0","90.0"
"19284","50.0","50.0"
"19285","57.0","74.0"
"19286","25.0","75.0"
"19287","98.0","56.0"
"19288","81.0","51.0"
"19289","94.0","63.0"
"19290","83.0","57.0"
"19291","77.0","40.0"
"19292","57.0","65.0"
"19293","18.0","96.0"
"19294","67.0","71.0"
"19295","35.0","47.0"
"19296","78.0","44.0"
"19297","72.0","79.0"
"19298","90.0","58.0"
"19299","58.0","49.0"
"19300","64.0","56.0"
"19301","91.0","79.0"
"19302","59.0","51.0"
"19303","76.0","80.0"
"19304","76.0","85.0"
"19305","51.0","69.0"
"19306","54.0","55.0"
"19307","67.0","93.0"
"19308","68.0","44.0"
"19309","97.0","58.0"
"19310","50.0","74.0"
"19311","81.0","52.0"
"19312","77.0","73.0"
"19313","59.0","75.0"
"19314","100.0","96.0"
"19315","74.0","95.0"
"19316","91.0","52.0"
"19317","77.0","65.0"
"19318","79.0","98.0"
"19319","82.0","51.0"
"19320","89.0","96.0"
"19321","83.0","62.0"
"19322","72.0","70.0"
"19323","70.0","74.0"
"19324","100.0","89.0"
"19325","57.0","66.0"
"19326","55.0","54.0"
"19327","47.0","70.0"
"19328","95.0","77.0"
"19329","29.0","57.0"
"19330","71.0","50.0"
"19331","89.0","68.0"
"19332","81.0","97.0"
"19333","72.0","64.0"
"19334","100.0","85.0"
"19335","79.0","49.0"
"19336","69.0","84.0"
"19337","97.0","66.0"
"19338","61.0","59.0"
"19339","71.0","89.0"
"19340","96.0","76.0"
"19341","77.0","73.0"
"19342","57.0","99.0"
"19343","92.0","76.0"
"19344","99.0","92.0"
"19345","86.0","73.0"
"19346","78.0","66.0"
"19347","85.0","66.0"
"19348","38.0","60.0"
"19349","63.0","93.0"
"19350","66.0","72.0"
"19351","19.0","79.0"
"19352","63.0","59.0"
"19353","32.0","74.0"
"19354","73.0","55.0"
"19355","75.0","89.0"
"19356","70.0","66.0"
"19357","77.0","61.0"
"19358","83.0","80.0"
"19359","75.0","49.0"
"19360","97.0","54.0"
"19361","75.0","55.0"
"19362","66.0","84.0"
"19363","56.0","49.0"
"19364","77.0","98.0"
"19365","82.0","81.0"
"19366","85.0","59.0"
"19367","49.0","79.0"
"19368","24.0","87.0"
"19369","32.0","74.0"
"19370","77.0","51.0"
"19371","77.0","83.0"
"19372","93.0","87.0"
"19373","22.0","74.0"
"19374","24.0","89.0"
"19375","99.0","99.0"
"19376","61.0","50.0"
"19377","60.0","91.0"
"19378","79.0","70.0"
"19379","94.0","62.0"
"19380","18.0","85.0"
"19381","51.0","73.0"
"19382","55.0","92.0"
"19383","73.0","74.0"
"19384","41.0","63.0"
"19385","88.0","66.0"
"19386","23.0","56.0"
"19387","78.0","56.0"
"19388","34.0","69.0"
"19389","51.0","41.0"
"19390","80.0","86.0"
"19391","66.0","57.0"
"19392","62.0","63.0"
"19393","50.0","97.0"
"19394","96.0","94.0"
"19395","50.0","84.0"
"19396","73.0","69.0"
"19397","47.0","39.0"
"19398","49.0","83.0"
"19399","92.0","62.0"
"19400","24.0","39.0"
"19401","61.0","58.0"
"19402","83.0","89.0"
"19403","88.0","66.0"
"19404","61.0","55.0"
"19405","68.0","54.0"
"19406","51.0","70.0"
"19407","88.0","58.0"
"19408","94.0","84.0"
"19409","58.0","88.0"
"19410","63.0","98.0"
"19411","81.0","49.0"
"19412","61.0","86.0"
"19413","65.0","63.0"
"19414","67.0","63.0"
"19415","64.0","62.0"
"19416","25.0","76.0"
"19417","13.0","62.0"
"19418","14.0","89.0"
"19419","74.0","51.0"
"19420","80.0","81.0"
"19421","50.0","56.0"
"19422","69.0","75.0"
"19423","91.0","53.0"
"19424","80.0","51.0"
"19425","93.0","52.0"
"19426","57.0","99.0"
"19427","51.0","58.0"
"19428","98.0","54.0"
"19429","85.0","83.0"
"19430","73.0","56.0"
"19431","97.0","90.0"
"19432","52.0","61.0"
"19433","31.0","38.0"
"19434","49.0","77.0"
"19435","81.0","44.0"
"19436","52.0","80.0"
"19437","69.0","56.0"
"19438","70.0","74.0"
"19439","65.0","85.0"
"19440","54.0","71.0"
"19441","57.0","49.0"
"19442","78.0","90.0"
"19443","99.0","92.0"
"19444","57.0","83.0"
"19445","33.0","58.0"
"19446","97.0","58.0"
"19447","95.0","58.0"
"19448","69.0","83.0"
"19449","97.0","91.0"
"19450","40.0","59.0"
"19451","67.0","71.0"
"19452","96.0","58.0"
"19453","49.0","95.0"
"19454","56.0","66.0"
"19455","99.0","78.0"
"19456","49.0","88.0"
"19457","53.0","69.0"
"19458","75.0","50.0"
"19459","51.0","89.0"
"19460","65.0","90.0"
"19461","45.0","66.0"
"19462","98.0","91.0"
"19463","90.0","74.0"
"19464","37.0","62.0"
"19465","52.0","99.0"
"19466","96.0","78.0"
"19467","99.0","70.0"
"19468","66.0","56.0"
"19469","84.0","54.0"
"19470","16.0","87.0"
"19471","75.0","59.0"
"19472","52.0","74.0"
"19473","86.0","86.0"
"19474","75.0","53.0"
"19475","73.0","99.0"
"19476","98.0","84.0"
"19477","80.0","84.0"
"19478","18.0","48.0"
"19479","37.0","72.0"
"19480","97.0","86.0"
"19481","56.0","68.0"
"19482","32.0","65.0"
"19483","63.0","88.0"
"19484","36.0","78.0"
"19485","75.0","49.0"
"19486","42.0","86.0"
"19487","96.0","66.0"
"19488","62.0","78.0"
"19489","78.0","96.0"
"19490","93.0","89.0"
"19491","93.0","87.0"
"19492","45.0","42.0"
"19493","44.0","56.0"
"19494","57.0","55.0"
"19495","77.0","51.0"
"19496","60.0","98.0"
"19497","25.0","94.0"
"19498","59.0","43.0"
"19499","29.0","57.0"
"19500","50.0","95.0"
"19501","91.0","94.0"
"19502","78.0","65.0"
"19503","73.0","76.0"
"19504","51.0","59.0"
"19505","65.0","82.0"
"19506","25.0","87.0"
"19507","50.0","63.0"
"19508","53.0","58.0"
"19509","57.0","76.0"
"19510","77.0","91.0"
"19511","94.0","77.0"
"19512","50.0","53.0"
"19513","47.0","57.0"
"19514","92.0","54.0"
"19515","90.0","87.0"
"19516","54.0","46.0"
"19517","58.0","97.0"
"19518","95.0","87.0"
"19519","52.0","71.0"
"19520","83.0","51.0"
"19521","54.0","92.0"
"19522","80.0","85.0"
"19523","52.0","57.0"
"19524","83.0","80.0"
"19525","74.0","55.0"
"19526","87.0","71.0"
"19527","45.0","87.0"
"19528","72.0","72.0"
"19529","27.0","85.0"
"19530","51.0","88.0"
"19531","55.0","55.0"
"19532","89.0","69.0"
"19533","85.0","86.0"
"19534","29.0","85.0"
"19535","96.0","50.0"
"19536","90.0","68.0"
"19537","28.0","94.0"
"19538","93.0","98.0"
"19539","51.0","57.0"
"19540","97.0","76.0"
"19541","71.0","55.0"
"19542","52.0","69.0"
"19543","87.0","84.0"
"19544","78.0","61.0"
"19545","57.0","82.0"
"19546","34.0","49.0"
"19547","95.0","95.0"
"19548","72.0","73.0"
"19549","61.0","37.0"
"19550","39.0","39.0"
"19551","72.0","59.0"
"19552","86.0","91.0"
"19553","69.0","67.0"
"19554","50.0","65.0"
"19555","62.0","68.0"
"19556","76.0","55.0"
"19557","97.0","88.0"
"19558","78.0","57.0"
"19559","81.0","89.0"
"19560","15.0","95.0"
"19561","72.0","50.0"
"19562","80.0","50.0"
"19563","76.0","74.0"
"19564","19.0","73.0"
"19565","75.0","75.0"
"19566","94.0","49.0"
"19567","93.0","59.0"
"19568","96.0","92.0"
"19569","14.0","57.0"
"19570","75.0","71.0"
"19571","60.0","59.0"
"19572","65.0","48.0"
"19573","59.0","79.0"
"19574","93.0","78.0"
"19575","50.0","100.0"
"19576","62.0","55.0"
"19577","24.0","58.0"
"19578","66.0","87.0"
"19579","55.0","95.0"
"19580","91.0","66.0"
"19581","59.0","51.0"
"19582","74.0","54.0"
"19583","43.0","51.0"
"19584","85.0","99.0"
"19585","46.0","54.0"
"19586","48.0","56.0"
"19587","96.0","100.0"
"19588","55.0","90.0"
"19589","82.0","74.0"
"19590","24.0","65.0"
"19591","69.0","71.0"
"19592","29.0","68.0"
"19593","53.0","70.0"
"19594","65.0","77.0"
"19595","57.0","53.0"
"19596","60.0","50.0"
"19597","79.0","55.0"
"19598","41.0","50.0"
"19599","79.0","72.0"
"19600","50.0","80.0"
"19601","80.0","76.0"
"19602","61.0","79.0"
"19603","99.0","68.0"
"19604","77.0","86.0"
"19605","70.0","52.0"
"19606","55.0","87.0"
"19607","87.0","63.0"
"19608","97.0","60.0"
"19609","56.0","99.0"
"19610","99.0","81.0"
"19611","57.0","66.0"
"19612","100.0","84.0"
"19613","97.0","74.0"
"19614","81.0","54.0"
"19615","76.0","48.0"
"19616","95.0","55.0"
"19617","81.0","65.0"
"19618","80.0","65.0"
"19619","72.0","57.0"
"19620","68.0","65.0"
"19621","21.0","61.0"
"19622","46.0","40.0"
"19623","80.0","70.0"
"19624","57.0","64.0"
"19625","58.0","57.0"
"19626","91.0","100.0"
"19627","63.0","67.0"
"19628","95.0","86.0"
"19629","87.0","67.0"
"19630","22.0","53.0"
"19631","95.0","65.0"
"19632","18.0","50.0"
"19633","87.0","63.0"
"19634","23.0","84.0"
"19635","93.0","69.0"
"19636","58.0","75.0"
"19637","68.0","55.0"
"19638","76.0","71.0"
"19639","68.0","84.0"
"19640","99.0","47.0"
"19641","64.0","55.0"
"19642","61.0","83.0"
"19643","51.0","50.0"
"19644","69.0","66.0"
"19645","85.0","60.0"
"19646","55.0","89.0"
"19647","56.0","89.0"
"19648","69.0","68.0"
"19649","61.0","46.0"
"19650","47.0","65.0"
"19651","58.0","79.0"
"19652","16.0","56.0"
"19653","53.0","64.0"
"19654","82.0","82.0"
"19655","68.0","61.0"
"19656","60.0","72.0"
"19657","93.0","44.0"
"19658","58.0","49.0"
"19659","61.0","96.0"
"19660","74.0","71.0"
"19661","88.0","91.0"
"19662","94.0","80.0"
"19663","44.0","46.0"
"19664","73.0","52.0"
"19665","90.0","68.0"
"19666","97.0","49.0"
"19667","86.0","96.0"
"19668","81.0","98.0"
"19669","24.0","76.0"
"19670","92.0","97.0"
"19671","34.0","62.0"
"19672","95.0","53.0"
"19673","94.0","81.0"
"19674","54.0","82.0"
"19675","87.0","57.0"
"19676","54.0","74.0"
"19677","75.0","49.0"
"19678","88.0","100.0"
"19679","78.0","86.0"
"19680","88.0","71.0"
"19681","51.0","94.0"
"19682","31.0","70.0"
"19683","22.0","100.0"
"19684","56.0","83.0"
"19685","38.0","63.0"
"19686","56.0","47.0"
"19687","55.0","90.0"
"19688","74.0","99.0"
"19689","64.0","92.0"
"19690","69.0","91.0"
"19691","99.0","54.0"
"19692","66.0","75.0"
"19693","79.0","93.0"
"19694","92.0","54.0"
"19695","84.0","49.0"
"19696","31.0","59.0"
